item_id,order_id,product_id,quantity,unit_price,discount_percent
I00632,O0171,P0270,4,664.72,69.74
I00634,O0205,P0133,3,1590.08,74.98
I00635,O0034,P0150,4,1317.83,53.08
I00636,O0401,P0016,1,1943.65,5.59
I00637,O0126,P0016,2,762.55,90.08
I00638,O0101,P0016,2,152.64,13.76
I00639,O0276,P0193,4,2649.63,79.37
I00640,O0005,P0222,5,2934.72,16.96
I00641,O0258,P0337,3,4601.06,72.27
I00642,O0315,P0367,4,1247.35,13.06
I00643,O0287,P0131,2,3641.33,55.39
I00644,O0018,P0377,1,330.28,71.32
I00645,O0248,P0001,3,4879.18,53.71
I00646,O0094,P0139,2,4605.76,15.58
I00647,O0491,P0317,1,1460.13,15.14
I00648,O0392,P0039,2,3672.95,93.24
I00649,O0033,P0476,1,4711.62,91.44
I00650,O0444,P0265,1,933.07,97.02
I00651,O0233,P0377,4,2928.46,98.69
I00652,O0417,P0141,5,1144.1,38.94
I00653,O0087,P0328,2,3472.68,41.68
I00654,O0004,P0273,2,4276.79,84.33
I00655,O0183,P0482,5,2119.9,63.21
I00656,O0047,P0217,2,3473.14,17.78
I00657,O0071,P0289,2,2118.77,26.22
I00658,O0437,P0360,1,4308.72,22.46
I00659,O0499,P0441,2,303.83,6.46
I00660,O0388,P0322,1,4415.66,61.36
I00661,O0253,P0405,5,793.15,95.67
I00662,O0439,P0343,5,2563.35,98.4
I00663,O0258,P0152,2,1692.24,44.64
I00664,O0459,P0156,3,2244.82,52.21
I00665,O0315,P0294,3,4223.88,51.8
I00666,O0190,P0146,2,1733.08,17.91
I00667,O0384,P0240,2,4237.55,76.91
I00668,O0224,P0434,4,2633.06,36.32
I00669,O0318,P0332,1,1440.98,11.97
I00670,O0050,P0018,5,3971.43,68.23
I00671,O0418,P0050,5,444.57,34.54
I00672,O0200,P0391,3,3640.69,77.86
I00673,O0204,P0123,4,3586.7,54.94
I00674,O0421,P0004,2,4519.86,28.7
I00675,O0380,P0450,5,2592.67,58.71
I00676,O0341,P0382,2,4464.28,70.23
I00678,O0313,P0135,2,937.55,24.69
I00679,O0132,P0215,1,970.02,57.1
I00680,O0398,P0160,1,4632.73,23.87
I00681,O0157,P0291,1,4429.72,97.52
I00682,O0415,P0355,5,136.49,38.52
I00683,O0102,P0385,2,3026.83,47.66
I00684,O0217,P0085,3,3276.5,7.07
I00685,O0180,P0260,2,2100.03,58.47
I00686,O0428,P0020,4,1920.23,44.22
I00687,O0488,P0337,2,3402.19,84.0
I00688,O0302,P0452,2,4640.54,2.02
I00689,O0167,P0188,4,1298.78,23.63
I00690,O0027,P0084,2,575.73,49.56
I00691,O0194,P0224,2,2346.76,46.79
I00692,O0220,P0271,4,2442.42,37.85
I00693,O0128,P0215,1,187.73,84.12
I00694,O0402,P0428,5,2558.96,72.11
I00695,O0249,P0009,3,2920.15,30.64
I00696,O0200,P0256,4,1207.94,90.34
I00697,O0083,P0052,3,940.24,71.13
I00698,O0050,P0241,4,3280.74,22.76
I00699,O0073,P0302,2,4082.53,75.5
I00700,O0238,P0403,3,3906.86,1.85
I00701,O0441,P0305,4,3715.02,30.14
I00702,O0492,P0343,2,1651.58,57.48
I00703,O0084,P0380,3,3783.43,91.29
I00704,O0067,P0375,1,4698.22,42.5
I00705,O0248,P0393,4,3366.4,51.43
I00706,O0008,P0019,5,2525.74,64.06
I00707,O0045,P0386,2,4602.35,92.48
I00708,O0460,P0393,2,670.86,84.57
I00709,O0104,P0416,5,4949.92,52.22
I00710,O0285,P0402,5,629.98,81.36
I00711,O0174,P0202,2,2050.27,95.24
I00712,O0412,P0115,5,3151.82,65.47
I00713,O0245,P0284,5,1711.76,91.01
I00714,O0112,P0104,5,481.29,2.63
I00715,O0481,P0382,3,939.75,82.55
I00716,O0105,P0047,1,3372.26,93.21
I00717,O0369,P0048,5,1205.34,92.71
I00718,O0303,P0401,3,2783.34,57.46
I00719,O0434,P0247,3,308.55,83.23
I00720,O0112,P0291,1,1337.81,69.67
I00721,O0488,P0146,4,1141.18,9.48
I00722,O0469,P0441,5,2325.99,65.75
I00723,O0019,P0084,1,2852.32,57.18
I00725,O0392,P0246,2,407.25,26.03
I00726,O0104,P0100,3,2693.64,88.94
I00727,O0498,P0223,4,1352.25,26.7
I00728,O0455,P0166,4,1514.17,25.25
I00729,O0102,P0198,2,2442.94,79.17
I00730,O0116,P0365,1,2145.51,96.34
I00731,O0413,P0083,5,3181.45,78.46
I00732,O0109,P0020,2,989.79,50.66
I00733,O0499,P0329,3,887.12,56.75
I00734,O0213,P0470,2,1950.5,60.35
I00735,O0016,P0180,5,4261.86,99.51
I00736,O0221,P0456,4,1706.97,21.7
I00737,O0038,P0006,3,3536.74,15.19
I00738,O0107,P0373,2,1566.73,88.26
I00739,O0493,P0332,3,4049.6,44.35
I00740,O0193,P0182,5,3550.56,33.4
I00741,O0298,P0332,5,259.49,64.0
I00742,O0261,P0333,1,4672.19,23.02
I00743,O0499,P0032,4,946.15,88.3
I00744,O0047,P0187,4,221.91,87.27
I00745,O0264,P0289,2,876.61,75.05
I00746,O0088,P0233,2,1076.89,62.96
I00747,O0051,P0307,2,738.14,93.96
I00748,O0383,P0397,2,4355.72,42.16
I00749,O0270,P0249,3,2095.52,40.4
I00750,O0065,P0021,4,124.79,0.99
I00751,O0343,P0399,3,3801.86,62.03
I00752,O0299,P0375,2,3917.84,10.73
I00753,O0473,P0010,4,495.95,75.43
I00754,O0459,P0384,3,2101.93,48.87
I00755,O0085,P0071,4,266.5,27.04
I00756,O0289,P0266,5,167.65,55.86
I00757,O0498,P0319,2,709.05,32.06
I00758,O0073,P0173,4,3046.7,17.44
I00759,O0240,P0353,3,1129.16,41.36
I00760,O0444,P0068,5,2036.38,8.52
I00761,O0235,P0301,5,1064.54,15.23
I00762,O0293,P0057,3,3058.68,26.75
I00763,O0440,P0059,1,911.05,43.52
I00764,O0213,P0323,5,2688.81,50.31
I00766,O0265,P0334,4,4065.43,23.26
I00767,O0113,P0255,5,2698.53,16.48
I00768,O0356,P0164,4,139.31,46.54
I00769,O0344,P0290,2,3090.05,64.84
I00770,O0487,P0370,2,2349.47,63.57
I00772,O0112,P0430,1,143.43,89.78
I00773,O0337,P0404,1,319.86,33.12
I00774,O0255,P0235,3,3273.83,26.44
I00775,O0149,P0195,4,4685.8,59.48
I00776,O0452,P0116,1,1454.03,18.95
I00777,O0298,P0316,3,1476.82,2.44
I00778,O0446,P0196,1,2068.24,90.27
I00779,O0421,P0295,1,1986.06,97.64
I00780,O0313,P0342,3,1440.56,0.1
I00781,O0008,P0399,1,3599.48,17.33
I00782,O0254,P0066,4,1697.87,86.05
I00783,O0268,P0454,3,3094.05,12.71
I00784,O0267,P0411,1,1793.3,5.3
I00785,O0161,P0068,2,604.84,41.98
I00786,O0352,P0353,5,4425.33,73.96
I00787,O0301,P0354,2,3638.4,51.92
I00788,O0195,P0132,1,4239.15,27.98
I00789,O0218,P0428,3,587.82,98.74
I00790,O0020,P0183,4,1790.04,10.53
I00791,O0474,P0127,1,2727.48,14.74
I00792,O0045,P0045,4,4431.33,57.05
I00793,O0392,P0391,3,3788.7,94.64
I00794,O0145,P0430,2,490.91,7.01
I00795,O0315,P0117,1,2009.83,25.68
I00796,O0377,P0480,3,3851.38,57.01
I00797,O0124,P0422,4,1289.34,51.18
I00798,O0137,P0192,5,2412.11,79.71
I00799,O0194,P0119,2,689.31,55.12
I00800,O0073,P0394,1,1167.53,55.34
I00801,O0076,P0092,2,238.25,27.79
I00802,O0315,P0319,1,4167.78,63.37
I00803,O0320,P0346,4,3085.43,74.41
I00804,O0122,P0084,5,3153.21,10.31
I00805,O0240,P0339,5,735.99,79.33
I00806,O0353,P0440,2,3110.47,26.76
I00807,O0033,P0400,3,581.93,2.9
I00808,O0443,P0019,5,1619.25,10.93
I00809,O0256,P0372,1,616.4,68.82
I00810,O0359,P0302,3,2388.43,30.79
I00811,O0107,P0136,4,2160.96,17.73
I00812,O0242,P0005,5,3998.35,88.06
I00813,O0294,P0483,5,2792.91,20.74
I00814,O0259,P0025,5,1831.31,22.9
I00815,O0314,P0479,3,245.21,45.87
I00817,O0118,P0110,5,2428.94,4.1
I00818,O0013,P0127,5,3695.88,82.99
I00819,O0197,P0178,4,4820.95,28.68
I00820,O0500,P0068,1,2941.58,62.54
I00821,O0170,P0338,5,2320.9,44.64
I00822,O0393,P0238,1,1656.33,67.36
I00823,O0402,P0337,1,1161.88,21.56
I00824,O0358,P0309,3,4453.74,73.27
I00825,O0245,P0060,3,3422.11,29.17
I00826,O0388,P0159,1,2962.15,16.5
I00827,O0369,P0325,4,3202.79,32.48
I00828,O0001,P0164,3,4779.98,81.82
I00829,O0058,P0415,1,2362.19,49.91
I00830,O0400,P0358,1,3722.0,91.2
I00831,O0415,P0383,1,2708.35,59.59
I00832,O0097,P0011,2,2003.25,22.26
I00833,O0310,P0262,5,4135.91,51.87
I00834,O0402,P0091,3,2659.31,85.66
I00835,O0143,P0351,5,4336.03,21.26
I00836,O0005,P0154,3,3889.35,71.52
I00837,O0148,P0126,1,2717.15,7.39
I00838,O0328,P0493,4,1334.62,37.84
I00839,O0028,P0295,5,1497.09,41.79
I00840,O0201,P0267,5,1966.8,33.0
I00841,O0055,P0350,5,1972.38,76.77
I00842,O0269,P0288,2,1861.74,82.61
I00844,O0243,P0098,5,765.46,90.66
I00845,O0277,P0135,1,1312.87,66.41
I00846,O0220,P0361,2,3318.65,41.69
I00847,O0090,P0009,2,2267.52,14.59
I00848,O0290,P0385,5,3547.2,36.24
I00849,O0239,P0281,5,2484.5,8.76
I00850,O0425,P0275,4,1341.14,33.37
I00851,O0379,P0243,2,2549.91,8.58
I00852,O0138,P0494,4,1152.45,55.14
I00853,O0307,P0355,1,114.38,19.95
I00854,O0187,P0169,5,4117.54,59.4
I00855,O0388,P0376,1,4715.72,65.85
I00856,O0496,P0469,5,268.85,85.42
I00857,O0155,P0215,1,4203.43,25.9
I00858,O0030,P0004,2,2295.37,59.1
I00859,O0216,P0093,2,1300.38,87.93
I00860,O0447,P0277,4,3589.88,42.43
I00861,O0300,P0433,5,2872.64,49.78
I00862,O0436,P0253,2,3606.42,25.76
I00863,O0377,P0399,3,2387.74,42.38
I00865,O0280,P0050,2,4182.57,55.75
I00866,O0142,P0274,1,4584.01,36.59
I00867,O0008,P0068,5,2803.72,72.12
I00868,O0233,P0310,1,2139.46,27.86
I00869,O0230,P0021,1,1508.73,3.84
I00870,O0145,P0365,1,767.91,99.92
I00871,O0494,P0193,1,2450.47,44.77
I00872,O0449,P0392,3,1864.67,3.45
I00873,O0183,P0211,1,981.31,39.42
I00874,O0175,P0487,1,2146.45,40.42
I00875,O0119,P0359,1,1067.6,9.78
I00876,O0133,P0043,4,1770.7,87.22
I00878,O0491,P0396,5,2656.8,51.52
I00879,O0369,P0170,4,4185.68,50.15
I00880,O0384,P0496,3,3099.23,6.68
I00882,O0251,P0485,4,1189.41,83.78
I00883,O0362,P0486,4,4362.64,61.99
I00884,O0189,P0037,4,3169.06,74.95
I00885,O0313,P0018,1,1585.19,41.29
I00886,O0340,P0020,5,1618.32,65.95
I00887,O0307,P0029,5,3282.2,69.48
I00888,O0422,P0332,5,3244.0,48.9
I00889,O0166,P0230,4,1709.99,74.18
I00890,O0059,P0183,1,285.23,73.6
I00891,O0468,P0331,5,2982.24,5.45
I00892,O0470,P0225,4,2458.23,88.12
I00893,O0238,P0261,4,3889.39,77.03
I00894,O0325,P0351,1,1786.93,22.76
I00895,O0238,P0225,1,4544.02,99.48
I00896,O0401,P0081,1,3359.35,55.89
I00897,O0494,P0170,1,414.25,45.2
I00898,O0486,P0474,5,1743.09,70.42
I00899,O0452,P0033,5,2682.98,60.75
I00900,O0329,P0047,2,2197.78,6.47
I00901,O0201,P0342,4,4476.66,54.85
I00902,O0148,P0124,4,1611.06,87.09
I00903,O0410,P0492,1,449.07,47.52
I00904,O0429,P0199,4,2358.08,36.8
I00905,O0294,P0392,1,2672.74,89.99
I00906,O0143,P0069,1,2937.17,9.31
I00907,O0395,P0391,3,363.76,76.94
I00908,O0066,P0172,5,3232.21,88.1
I00909,O0362,P0050,1,2383.35,25.61
I00910,O0207,P0211,4,344.5,69.74
I00911,O0166,P0315,3,874.67,18.67
I00912,O0177,P0184,2,3971.4,77.9
I00913,O0394,P0345,2,3206.33,44.01
I00914,O0252,P0486,2,3060.76,28.89
I00915,O0333,P0230,2,164.53,90.85
I00916,O0082,P0088,5,3870.07,57.97
I00917,O0156,P0226,3,3011.31,11.76
I00918,O0046,P0130,2,3979.06,63.73
I00919,O0292,P0256,2,2295.58,16.4
I00920,O0246,P0308,1,370.81,65.2
I00921,O0027,P0313,4,171.21,41.85
I00922,O0293,P0252,4,3587.54,60.06
I00923,O0498,P0478,1,3451.39,34.58
I00924,O0305,P0479,5,2691.72,19.41
I00925,O0003,P0478,5,211.11,42.79
I00926,O0178,P0442,3,2809.27,51.3
I00927,O0426,P0074,1,2899.31,83.31
I00928,O0219,P0372,1,4312.25,30.57
I00929,O0399,P0190,4,4356.85,69.64
I00930,O0283,P0277,4,4299.13,14.91
I00931,O0318,P0160,3,2703.06,25.76
I00932,O0320,P0264,2,2955.12,20.59
I00933,O0018,P0445,3,1988.15,95.33
I00934,O0373,P0033,3,4770.01,57.64
I00935,O0353,P0192,5,1521.45,65.21
I00936,O0465,P0265,2,103.8,81.49
I00937,O0063,P0058,3,1634.08,11.94
I00938,O0151,P0473,5,2895.06,44.91
I00939,O0221,P0267,2,3130.03,23.49
I00940,O0008,P0004,5,570.67,8.66
I00941,O0151,P0360,2,153.65,21.06
I00942,O0282,P0358,1,1078.5,22.71
I00943,O0067,P0383,3,3740.07,52.69
I00944,O0067,P0451,1,3840.93,25.62
I00945,O0359,P0328,3,939.01,16.31
I00946,O0377,P0353,1,2786.7,58.98
I00947,O0188,P0284,2,4013.49,89.83
I00948,O0353,P0249,1,943.95,81.89
I00949,O0110,P0030,1,4874.95,28.14
I00950,O0095,P0323,1,4762.16,79.55
I00951,O0262,P0125,1,1990.21,72.78
I00952,O0143,P0150,2,1611.75,8.95
I00953,O0232,P0413,3,3098.03,18.37
I00954,O0290,P0444,3,2303.79,57.72
I00955,O0400,P0415,4,2202.55,6.56
I00956,O0078,P0333,2,4820.82,2.66
I00957,O0360,P0051,3,3744.1,29.15
I00958,O0097,P0102,1,4209.43,13.85
I00959,O0354,P0473,5,1838.43,54.5
I00960,O0010,P0417,5,1093.08,34.67
I00961,O0129,P0452,3,2610.65,11.65
I00962,O0071,P0382,2,4215.37,81.31
I00963,O0132,P0374,4,2978.96,59.09
I00964,O0125,P0037,2,1304.61,34.72
I00966,O0199,P0118,4,256.87,10.8
I00967,O0299,P0254,2,2497.58,88.34
I00968,O0370,P0469,1,1723.77,93.39
I00969,O0026,P0260,1,1096.44,99.68
I00970,O0139,P0164,2,2078.22,27.85
I00971,O0455,P0031,5,2577.49,18.88
I00972,O0442,P0278,2,2589.56,79.75
I00973,O0221,P0256,2,227.02,78.63
I00974,O0107,P0319,3,2294.77,22.25
I00975,O0107,P0112,1,4592.55,30.37
I00976,O0301,P0130,5,3553.21,28.59
I00977,O0440,P0336,1,2702.52,55.41
I00978,O0490,P0334,1,3131.7,61.92
I00979,O0243,P0379,4,3497.94,82.06
I00980,O0206,P0410,4,390.53,30.15
I00981,O0303,P0183,5,254.69,47.21
I00982,O0164,P0171,3,1281.13,75.84
I00983,O0449,P0302,3,1255.78,18.64
I00984,O0079,P0241,2,2316.99,3.32
I00985,O0467,P0283,5,2483.04,95.64
I00986,O0198,P0011,5,2684.62,85.07
I00987,O0185,P0144,3,4141.15,20.02
I00988,O0327,P0225,1,429.85,83.0
I00989,O0033,P0159,1,3310.65,83.28
I00990,O0051,P0312,4,2479.63,0.77
I00991,O0354,P0497,4,1236.65,26.71
I00992,O0017,P0345,4,2656.78,12.36
I00993,O0234,P0296,3,976.1,93.25
I00994,O0056,P0056,1,2503.05,49.99
I00996,O0338,P0044,5,4017.47,5.23
I00997,O0081,P0312,4,2627.62,10.31
I00998,O0152,P0338,4,4081.23,67.45
I00999,O0175,P0179,1,4157.64,21.37
I01000,O0116,P0024,4,3390.01,83.25
