order_id,customer_id,order_date,status,region_code
O0484,C0249,2026-06-07 12:04:01,CANCELLED,West
O0485,C0401,2026-02-02 12:04:01,DELIVERED,East
O0486,C0256,2026-04-04 12:04:01,CANCELLED,North
O0487,C0464,2026-02-10 12:04:01,DELIVERED,South
O0488,C0458,2025-10-28 12:04:01,PLACED,West
O0489,C0289,2024-10-08 12:04:01,CANCELLED,North
O0490,C0145,2026-04-19 12:04:01,RETURNED,East
O0491,C0177,2024-12-01 12:04:01,DELIVERED,North
O0492,C0249,2024-09-10 12:04:01,CANCELLED,West
O0493,C0243,2025-07-19 12:04:01,SHIPPED,West
O0494,C0115,2026-06-02 12:04:01,CANCELLED,East
O0495,C0166,2025-09-18 12:04:01,RETURNED,East
O0496,C0264,2025-05-26 12:04:01,PLACED,West
O0497,C0335,2025-12-10 12:04:01,CANCELLED,West
O0498,C0202,2025-06-07 12:04:01,CANCELLED,West
O0499,C0263,2026-04-21 12:04:01,SHIPPED,South
O0500,C0414,2024-09-11 12:04:01,SHIPPED,East
